Year,Series,Units,Value
2014,EU_ODA_POVG,EUR_1000000,6842239.8
2015,EU_ODA_POVG,EUR_1000000,6130790.6
2016,EU_ODA_POVG,EUR_1000000,6943260.5
2017,EU_ODA_POVG,EUR_1000000,8337348.6
2018,EU_ODA_POVG,EUR_1000000,7918881.9
2019,EU_ODA_POVG,EUR_1000000,6109368.2
2020,EU_ODA_POVG,EUR_1000000,4986517.2
2021,EU_ODA_POVG,EUR_1000000,7204235.5
2022,EU_ODA_POVG,EUR_1000000,6880422.7
2023,EU_ODA_POVG,EUR_1000000,6102050.6
2024,EU_ODA_POVG,EUR_1000000,5907395.2
