source_key,source_label,organisation,url,indicator_id
FUENTE.Eustat_cemv,Censo de población y viviendas. Viviendas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_274/opt_1/temas.html,6-2-1
FUENTE.Eustat_cepv,Censos de población y viviendas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_25/opt_1/temas.html,17-19-2
FUENTE.GE_Transformacion_cba,Cobertura de banda ancha en España,Ministerio para la Transformación Digital y de la Función Pública,https://avance.digital.gob.es/banda-ancha/Paginas/Index.aspx,9-c-1
FUENTE.GE_Transicion_convagua,Convenios y acuerdos internacionales relacionados con los recursos hídricos y su gestión,Ministerio para la Transición Ecológica y el Reto Demográfico,https://www.miteco.gob.es/eu/agua/temas/convenios-acuerdos-internacionales.html,6-5-2
FUENTE.Eustat_cedu,Cuenta de la Educación,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_302/opt_0/temas.html,1-a-2
FUENTE.Eustat_cedu,Cuenta de la Educación,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_302/opt_0/temas.html,OCECA-1-a-2-1
FUENTE.Eustat_cseepros,Cuenta de la Protección Social,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_94/opt_0/temas.html,1-a-2
FUENTE.Eustat_ccs,Cuenta de la Salud,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_121/opt_0/temas.html,1-a-2
FUENTE.Eustat_ccs,Cuenta de la Salud,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_121/opt_0/temas.html,OCECA-1-a-2-2
FUENTE.Eustat_ceap,Cuenta de las Administraciones Públicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_149/opt_1/temas.html,1-a-2
FUENTE.Eustat_ceap,Cuenta de las Administraciones Públicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_149/opt_1/temas.html,OCECA-1-a-2-1
FUENTE.Eustat_ceap,Cuenta de las Administraciones Públicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_149/opt_1/temas.html,OCECA-1-a-2-2
FUENTE.Eustat_ccst,Cuenta satélite del turismo,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_221/opt_0/temas.html,8-9-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,1-5-2
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,10-4-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,11-5-2
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,17-1-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,17-13-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,17-2-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,17-3-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,17-3-2
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,2-a-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,8-1-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,8-2-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,9-2-1
FUENTE.Eustat_cpib,Cuentas económicas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_10/opt_1/temas.html,9-4-E1
FUENTE.Eustat_ceav,Cuentas económicas de las administraciones vascas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_190/opt_1/temas.html,17-1-1
FUENTE.Eustat_ceav,Cuentas económicas de las administraciones vascas,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_190/opt_1/temas.html,17-13-1
FUENTE.Euskadi_Industria_dener,Datos energéticos de la C. A. de Euskadi,"Departamento de Industria, Transición Energética y Sostenibilidad",https://eve.eus/Conoce-la-Energia/La-energia-en-Euskadi/Publicaciones?lang=es-es,12-a-1
FUENTE.Euskadi_Industria_dener,Datos energéticos de la C. A. de Euskadi,"Departamento de Industria, Transición Energética y Sostenibilidad",https://eve.eus/Conoce-la-Energia/La-energia-en-Euskadi/Publicaciones?lang=es-es,7-2-1
FUENTE.Euskadi_Industria_dener,Datos energéticos de la C. A. de Euskadi,"Departamento de Industria, Transición Energética y Sostenibilidad",https://eve.eus/Conoce-la-Energia/La-energia-en-Euskadi/Publicaciones?lang=es-es,7-3-1
FUENTE.Euskadi_Industria_dener,Datos energéticos de la C. A. de Euskadi,"Departamento de Industria, Transición Energética y Sostenibilidad",https://eve.eus/Conoce-la-Energia/La-energia-en-Euskadi/Publicaciones?lang=es-es,7-b-1
FUENTE.Euskadi_Hacienda,Departamento de Hacienda y Finanzas,Departamento de Hacienda y Finanzas,https://www.euskadi.eus/gobierno-vasco/departamento-hacienda-finanzas/inicio/,12-7-1
FUENTE.INE_ees,Encuesta Europea de Salud,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176784&menu=resultados&idp=1254735573175,2-2-E1
FUENTE.INE_ense,Encuesta Nacional de Salud de España,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176783&menu=resultados&idp=1254735573175,2-2-E1
FUENTE.INE_eaes,Encuesta anual de estructura salarial,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177025&menu=ultiDatos&idp=1254735976596,8-5-1
FUENTE.INE_etr,Encuesta de Turismo de Residentes (ETR-Familitur),Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176990&idp=1254735576863,OCECA-8-9-1-3AB4AB
FUENTE.INE_etr,Encuesta de Turismo de Residentes (ETR-Familitur),Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176990&idp=1254735576863,OCECA-8-9-1-3CD
FUENTE.Eustat_epb,Encuesta de bienestar personal,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_632/opt_1/temas.html,16-1-4
FUENTE.BE_ecf,Encuesta de competencias financieras,Banco de España,https://www.bde.es/wbe/es/publicaciones/analisis-economico-investigacion/encuesta-de-competencias-financieras/,8-10-2
FUENTE.INE_ecv,Encuesta de condiciones de vida,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176807&menu=ultiDatos&idp=1254735976608,3-8-1
FUENTE.INE_ecv,Encuesta de condiciones de vida,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176807&menu=ultiDatos&idp=1254735976608,OCECA-1-2-1-1A
FUENTE.INE_ecv,Encuesta de condiciones de vida,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176807&menu=ultiDatos&idp=1254735976608,OCECA-1-2-1-2A
FUENTE.INE_ecv,Encuesta de condiciones de vida,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176807&menu=ultiDatos&idp=1254735976608,OCECA-1-2-1-2B
FUENTE.INE_ecv,Encuesta de condiciones de vida,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176807&menu=ultiDatos&idp=1254735976608,OCECA-1-2-2-1A
FUENTE.INE_ecv,Encuesta de condiciones de vida,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736176807&menu=ultiDatos&idp=1254735976608,OCECA-10-2-1-1A
FUENTE.INE_eesal,Encuesta de estructura salarial,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177025&menu=ultiDatos&idp=1254735976596,8-5-1
FUENTE.INE_efec,Encuesta de fecundidad,Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177006&menu=ultiDatos&idp=1254735573002,3-7-1
FUENTE.Eustat_egf,Encuesta de gasto familiar,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_237/opt_1/temas.html,10-1-1
FUENTE.Eustat_egf,Encuesta de gasto familiar,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_237/opt_1/temas.html,3-5-2
FUENTE.Eustat_egf,Encuesta de gasto familiar,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_237/opt_1/temas.html,3-8-2
FUENTE.INE_egatur,Encuesta de gasto turístico (EGATUR),Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177002&menu=ultiDatos&idp=1254735576863,OCECA-8-9-1-3AB4AB
FUENTE.INE_egatur,Encuesta de gasto turístico (EGATUR),Instituto Nacional de Estadística (INE),https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177002&menu=ultiDatos&idp=1254735576863,OCECA-8-9-1-3CD
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,1-3-1
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,17-13-1
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,4-1-2
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,4-1-E1
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,4-3-1
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,4-5-1
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,5-5-2
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,8-5-2
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,8-5-E1
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,8-6-1
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,8-9-2
FUENTE.Eustat_pra,Encuesta de población en relación con la actividad,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_57/opt_1/temas.html,9-2-2
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,1-1-1
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,1-2-1
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,1-2-2
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,10-1-1
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,10-2-1
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,10-4-2
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,11-1-1
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,2-1-2
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,7-1-1
FUENTE.Euskadi_Bienestar_epds,Encuesta de pobreza y desigualdades sociales (EPDS),"Departamento de Bienestar, Juventud y Reto Demográfico",https://www.euskadi.eus/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/,OCECA-1-2-1-2B
FUENTE.Eustat_ept,Encuesta de presupuestos de tiempo,Eustat-Instituto Vasco de Estadística,https://es.eustat.eus/estadisticas/tema_77/opt_1/temas.html,5-4-1
