Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Progress,Value
2012,EU_XPD_LOCALGBPC,,,ES48022,PT,ES48022,110.07,89.93
2016,EU_XPD_LOCALGBPC,,,ES48022,PT,ES48022,116.57,116.57
2018,EU_XPD_LOCALGBPC,,,ES48022,PT,ES48022,115.16,115.16
2020,EU_XPD_LOCALGBPC,,,ES48022,PT,ES48022,106.09,93.91
2022,EU_XPD_LOCALGBPC,,,ES48022,PT,ES48022,122.9,122.9
2022,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,105.25,94.75
2013,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,118.55,118.55
2020,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,111.28,88.72
2017,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,117.0,117.0
2021,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,101.42,98.58
2023,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,106.83,106.83
2015,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,159.01,159.01
2018,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,116.35,116.35
2010,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,100.06,99.94
2014,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,145.98,145.98
2011,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,143.12,143.12
2016,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,106.61,106.61
2019,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,100.62,99.38
2012,EU_XPD_LOCALGBPC,,,ES48907,PT,ES48907,100.62,99.38
2020,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,112.64,112.64
2013,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,178.15,178.15
2019,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,135.2,135.2
2012,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,108.03,108.03
2014,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,150.0,150.0
2016,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,109.43,90.57
2021,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,112.19,112.19
2010,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,104.75,104.75
2011,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,237.17,237.17
2017,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,124.53,124.53
2015,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,106.58,93.42
2018,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,125.96,125.96
2022,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,131.89,131.89
2023,EU_XPD_LOCALGBPC,,,ES01019,PT,ES01019,199.95,199.95
2013,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,104.38,104.38
2010,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,200.37,200.37
2020,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,141.93,141.93
2023,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,105.8,105.8
2022,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,137.26,137.26
2011,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,116.31,83.69
2021,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,188.98,188.98
2017,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,136.27,136.27
2012,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,116.84,116.84
2018,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,111.02,111.02
2014,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,103.97,103.97
2015,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,117.13,117.13
2019,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,104.12,104.12
2016,EU_XPD_LOCALGBPC,,,ES01020,PT,ES01020,169.25,169.25
2019,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,117.97,117.97
2017,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,116.26,83.74
2023,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,118.01,118.01
2013,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,209.39,209.39
2015,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,113.23,113.23
2011,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,103.97,96.03
2010,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,119.5,80.5
2018,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,111.22,111.22
2020,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,128.72,71.28
2022,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,108.59,91.41
2014,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,121.84,121.84
2012,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,126.54,73.46
2021,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,106.32,106.32
2016,EU_XPD_LOCALGBPC,,,ES01028,PT,ES01028,111.28,88.72
2012,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,130.04000000000002,69.96
2016,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,129.0,71.0
2011,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,138.38,61.62
2018,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,120.19,79.81
2015,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,115.53,84.47
2021,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,114.05,114.05
2023,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,157.05,157.05
2010,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,122.29,77.71
2017,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,102.58,97.42
2020,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,134.73000000000002,65.27
2022,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,121.83,121.83
2019,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,114.36,85.64
2014,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,117.14,82.86
2013,EU_XPD_LOCALGBPC,,,ES01030,PT,ES01030,104.89,95.11
2017,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,109.72,109.72
2019,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,104.21,95.79
2013,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,138.99,61.01
2015,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,136.19,136.19
2023,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,110.89,110.89
2011,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,123.92,123.92
2021,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,109.51,109.51
2010,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,145.13,145.13
2012,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,125.15,125.15
2016,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,102.46,102.46
2018,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,150.14,150.14
2020,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,112.15,112.15
2022,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,111.96,111.96
2014,EU_XPD_LOCALGBPC,,,ES01031,PT,ES01031,101.66,98.34
2021,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,110.22,110.22
2016,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,106.82,93.18
2013,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,208.23,208.23
2011,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,161.26,161.26
2012,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,140.35,140.35
2015,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,112.7,112.7
2020,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,105.52,105.52
2019,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,149.87,149.87
2023,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,114.58,114.58
2010,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,234.53,234.53
2014,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,110.43,110.43
2018,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,114.56,114.56
2017,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,139.8,139.8
2022,EU_XPD_LOCALGBPC,,,ES01032,PT,ES01032,137.09,62.91
2021,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,114.75,114.75
2013,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,112.52,112.52
2010,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,159.94,40.06
2018,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,101.33,98.67
2015,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,157.45,157.45
2023,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,165.01,165.01
2011,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,158.26,41.74
2017,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,105.15,105.15
2012,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,138.22,138.22
2014,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,111.02,88.98
2016,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,100.43,99.57
2020,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,129.74,70.26
2022,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,145.0,145.0
2019,EU_XPD_LOCALGBPC,,,ES48051,PT,ES48051,129.27,129.27
2021,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,105.29,94.71
2014,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,102.2,97.8
2011,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,158.88,41.12
2019,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,104.23,95.77
2012,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,169.38,169.38
2022,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,139.14,139.14
2010,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,131.14,68.86
2016,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,118.0,82.0
2018,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,119.87,80.13
2020,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,102.69,97.31
2015,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,114.45,85.55
2013,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,166.71,166.71
2017,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,107.15,107.15
2023,EU_XPD_LOCALGBPC,,,ES01902,PT,ES01902,118.35,81.65
2015,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,124.51,124.51
2014,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,104.96,95.04
2021,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,163.24,163.24
2017,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,108.88,108.88
2020,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,148.57,51.43
2023,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,140.9,59.1
2013,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,157.66,42.34
2010,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,119.41,80.59
2012,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,149.28,50.72
2016,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,135.03,64.97
2018,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,149.63,50.37
2019,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,134.56,65.44
2022,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,140.77,59.23
2011,EU_XPD_LOCALGBPC,,,ES01033,PT,ES01033,115.32,84.68
2014,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,111.95,111.95
2011,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,120.48,79.52
2015,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,132.0,132.0
2021,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,102.02,102.02
2023,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,106.56,106.56
2017,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,104.16,104.16
2013,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,105.58,105.58
2019,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,105.75,105.75
2010,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,102.62,97.38
2012,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,114.29,114.29
2016,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,113.45,113.45
2018,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,106.64,93.36
2020,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,109.42,109.42
2022,EU_XPD_LOCALGBPC,,,ES48052,PT,ES48052,119.48,80.52
2011,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,153.55,46.45
2021,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,112.96,112.96
2017,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,122.75,77.25
2020,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,112.42,87.58
2013,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,105.86,105.86
2015,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,112.03,87.97
2019,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,112.58,112.58
2016,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,110.62,110.62
2023,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,100.82,99.18
2012,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,157.34,42.66
2014,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,108.68,91.32
2010,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,101.45,98.55
2018,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,121.77,121.77
2022,EU_XPD_LOCALGBPC,,,ES20048,PT,ES20048,106.92,106.92
2015,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,108.41,91.59
2019,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,101.43,98.57
2017,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,108.36,91.64
2011,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,135.43,64.57
2013,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,116.48,83.52
2023,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,147.04,52.96
2021,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,146.05,53.95
2010,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,128.82,71.18
2012,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,105.44,94.56
2014,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,120.87,79.13
2016,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,112.63,87.37
2018,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,117.5,82.5
2020,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,127.29,72.71
2022,EU_XPD_LOCALGBPC,,,ES20902,PT,ES20902,147.04,52.96
2013,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,102.64,102.64
2012,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,100.18,99.82
2020,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,106.52,106.52
2021,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,107.78,92.22
2019,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,111.98,111.98
2018,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,109.49,109.49
2015,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,105.93,105.93
2011,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,118.63,118.63
2017,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,103.07,103.07
2010,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,127.11,127.11
2022,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,105.08,105.08
2014,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,101.98,101.98
2016,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,107.41,107.41
2023,EU_XPD_LOCALGBPC,,,ES01036,PT,ES01036,110.33,110.33
2014,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,105.32,105.32
2010,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,112.02,112.02
2015,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,100.99,100.99
2018,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,108.36,91.64
2023,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,102.84,102.84
2019,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,104.18,95.82
2017,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,103.74,96.26
2011,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,101.53,101.53
2013,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,103.65,96.35
2021,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,108.64,91.36
2012,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,101.71,101.71
2016,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,107.21,92.79
2020,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,111.37,88.63
2022,EU_XPD_LOCALGBPC,,,ES48053,PT,ES48053,115.92,84.08
2019,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,100.89,99.11
2018,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,136.31,136.31
2015,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,113.04,86.96
2014,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,125.24,125.24
2021,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,104.78,95.22
2022,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,107.69,92.31
2020,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,114.93,85.07
2017,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,105.4,105.4
2016,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,111.29,88.71
2012,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,109.99,90.01
2013,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,103.27,103.27
2023,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,124.25,124.25
2011,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,173.19,173.19
2010,EU_XPD_LOCALGBPC,,,ES20049,PT,ES20049,125.6,125.6
2015,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,123.59,123.59
2018,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,184.72,184.72
2019,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,100.68,100.68
2022,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,158.35,158.35
2023,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,130.51,130.51
2020,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,147.04,147.04
2013,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,110.87,110.87
2016,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,118.16,118.16
2012,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,102.56,97.44
2011,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,194.67,194.67
2014,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,111.23,111.23
2010,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,154.89,154.89
2017,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,149.24,50.76
2021,EU_XPD_LOCALGBPC,,,ES20050,PT,ES20050,115.69,115.69
2014,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,114.29,85.71
2015,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,102.68,102.68
2010,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,118.39,118.39
2018,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,101.01,101.01
2022,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,107.52,107.52
2019,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,102.28,102.28
2016,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,104.68,95.32
2021,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,104.55,95.45
2017,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,104.31,104.31
2020,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,103.2,96.8
2011,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,116.98,116.98
2023,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,110.33,110.33
2012,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,101.1,98.9
2013,EU_XPD_LOCALGBPC,,,ES20051,PT,ES20051,102.33,102.33
2020,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,112.27,87.73
2016,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,115.82,115.82
2012,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,102.27,97.73
2013,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,103.4,96.6
2010,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,113.83,113.83
2011,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,102.55,102.55
2021,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,101.34,98.66
2014,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,103.48,103.48
2018,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,121.5,121.5
2015,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,141.01,141.01
2022,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,104.68,104.68
2017,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,105.9,105.9
2023,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,102.96,97.04
2019,EU_XPD_LOCALGBPC,,,ES20052,PT,ES20052,113.18,113.18
2010,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,106.25,106.25
2016,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,105.56,94.44
2011,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,104.9,104.9
2022,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,105.78,94.22
2019,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,109.84,90.16
2012,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,109.54,90.46
2020,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,125.43,74.57
2013,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,112.15,112.15
2021,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,126.43,73.57
2017,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,106.87,106.87
2023,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,101.03,98.97
2015,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,109.19,109.19
2018,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,113.98,86.02
2014,EU_XPD_LOCALGBPC,,,ES01058,PT,ES01058,104.14,104.14
2023,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,111.58,111.58
2019,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,111.55,111.55
2020,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,104.28,95.72
2011,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,199.54,199.54
2012,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,108.61,91.39
2015,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,142.35,142.35
2016,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,139.98,139.98
2010,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,142.89,142.89
2018,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,129.39,129.39
2013,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,100.82,100.82
2014,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,115.18,115.18
2017,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,105.55,94.45
2021,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,105.21,94.79
2022,EU_XPD_LOCALGBPC,,,ES20068,PT,ES20068,106.75,93.25
2010,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,129.27,129.27
2015,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,102.13,97.87
2014,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,102.96,97.04
2013,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,102.58,102.58
2021,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,101.4,98.6
2017,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,109.81,90.19
2011,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,110.81,110.81
2019,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,101.75,98.25
2023,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,102.07,102.07
2012,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,110.31,110.31
2016,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,100.78,99.22
2018,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,107.91,92.09
2020,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,113.63,86.37
2022,EU_XPD_LOCALGBPC,,,ES48054,PT,ES48054,104.02,95.98
2010,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,112.1,112.1
2023,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,115.8,115.8
2015,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,105.33,94.67
2017,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,104.4,104.4
2018,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,110.74,110.74
2011,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,124.75,124.75
2019,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,123.3,123.3
2013,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,101.81,98.19
2021,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,103.35,103.35
2012,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,104.87,95.13
2014,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,106.53,106.53
2016,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,101.37,101.37
2020,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,104.9,95.1
2022,EU_XPD_LOCALGBPC,,,ES48057,PT,ES48057,110.18,110.18
2015,EU_XPD_LOCALGBPC,,,ES48055,PT,ES48055,113.59,86.41
2010,EU_XPD_LOCALGBPC,,,ES48055,PT,ES48055,120.43,79.57
2018,EU_XPD_LOCALGBPC,,,ES48055,PT,ES48055,102.81,102.81
2011,EU_XPD_LOCALGBPC,,,ES48055,PT,ES48055,120.83,79.17
2023,EU_XPD_LOCALGBPC,,,ES48055,PT,ES48055,106.06,106.06
