Year,Value,Units,Series
2015,82.6,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in reading
2012,85.6,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in reading
2018,77.0,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in reading
2022,74.2,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in reading
2015,80.5,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in mathematics
2012,84.5,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in mathematics
2018,81.9,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in mathematics
2022,77.3,%,Proportion of 15-year-olds who have achieved at least level 2 of proficiency in mathematics
