Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Progress,Value
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,105.23,105.23
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,153.64,153.64
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,119.89,119.89
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,109.94,90.06
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,113.56,86.44
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,114.65,114.65
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,104.84,104.84
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,140.43,140.43
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,103.55,96.45
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,116.68,116.68
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,100.8,99.2
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,124.54,124.54
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,102.95,97.05
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,103.38,103.38
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,101.82,98.18
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,114.46,114.46
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,111.53,111.53
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,126.46,73.54
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ikaztegieta,%,Ikaztegieta,231.53,231.53
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,109.7,109.7
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,102.63,97.37
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,108.25,91.75
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,115.22,84.78
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,106.43,106.43
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,101.73,98.27
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,106.62,93.38
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,105.35,94.65
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,100.31,99.69
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,101.41,101.41
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,102.64,102.64
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,110.31,110.31
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,107.57,107.57
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irun,%,Irun,111.53,111.53
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,171.04,171.04
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,122.5,122.5
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,141.41,141.41
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,107.14,107.14
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,114.16,114.16
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,118.85,81.15
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,106.84,93.16
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,107.36,92.64
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,160.61,160.61
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,103.34,96.66
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.59,100.59
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,108.06,108.06
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,118.05,118.05
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,115.33,115.33
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,124.96,124.96
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,124.45,124.45
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,111.18,111.18
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,110.5,110.5
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,143.62,143.62
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,103.47,103.47
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,108.18,91.82
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,114.12,114.12
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,103.32,103.32
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,101.43,98.57
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,134.42000000000002,65.58
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,105.25,94.75
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,132.20999999999998,67.79
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Irura,%,Irura,104.44,95.56
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,113.53,86.47
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,164.57,35.43
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,113.77,86.23
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,138.63,61.37
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,110.41,89.59
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,106.4,93.6
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,133.01999999999998,66.98
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,109.32,90.68
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,115.61,84.39
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,165.88,34.12
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,148.05,51.95
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,127.69,72.31
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,137.23,62.77
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,116.53,83.47
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,114.02,85.98
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,104.59,95.41
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,134.11,134.11
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,123.14,123.14
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,100.31,100.31
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,103.52,96.48
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,104.65,95.35
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,116.2,116.2
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,131.89,131.89
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,107.98,107.98
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,106.6,106.6
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,109.09,90.91
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,104.98,95.02
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ispaster,%,Ispaster,102.58,97.42
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Itsasondo,%,Itsasondo,103.29,96.71
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Itsasondo,%,Itsasondo,137.99,137.99
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Itsasondo,%,Itsasondo,101.66,101.66
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Itsasondo,%,Itsasondo,108.31,108.31
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Itsasondo,%,Itsasondo,100.25,99.75
