Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value,Progress
2016,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,94.4,105.6
2010,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,289.5,289.5
2023,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,94.32,105.68
2015,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,152.05,152.05
2014,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,105.39,105.39
2020,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,46.8,153.2
2017,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,47.57,152.43
2011,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,172,172.0
2018,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,91.99,108.01
2021,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,23.85,176.15
2019,EU_XPD_LOCALGBPC,,,ES01049,PT,ES01049,77.01,122.99
2018,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,90.98,109.02
2021,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,52.52,147.48
2011,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,142.75,142.75
2014,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,84.79,115.21
2013,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,94.05,105.95
2016,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,99.86,100.14
2012,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,152.77,152.77
2015,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,118.44,118.44
2017,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,111.1,111.1
2020,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,109.72,109.72
2019,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,100.54,100.54
2010,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,113.2,113.2
2022,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,141.74,141.74
2023,EU_XPD_LOCALGBPC,,,ES48005,PT,ES48005,122.31,122.31
2014,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,113.09,113.09
2015,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,104.49,104.49
2018,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,102.26,102.26
2019,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,80.69,119.31
2010,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,88.56,111.44
2011,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,175.23,175.23
2020,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,56.58,143.42000000000002
2017,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,104.91,104.91
2023,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,73.02,126.98
2016,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,100.98,100.98
2022,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,74.42,125.58
2021,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,78.79,121.21
2012,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,91.89,108.11
2013,EU_XPD_LOCALGBPC,,,ES20012,PT,ES20012,170.91,170.91
2017,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,105.29,105.29
2012,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,135.17,135.17
2022,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,74.3,125.7
2013,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,89.59,110.41
2019,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,76.92,123.08
2020,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,92,108.0
2015,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,102.12,102.12
2014,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,113.57,113.57
2010,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,141.07,141.07
2021,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,99.1,100.9
2023,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,113,113.0
2016,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,85.43,114.57
2011,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,112.1,112.1
2018,EU_XPD_LOCALGBPC,,,ES01003,PT,ES01003,92.89,107.11
2012,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,103.51,103.51
2022,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,117.77,117.77
2014,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,107.68,107.68
2017,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,113.28,113.28
2010,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,179.04,179.04
2013,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,100.84,100.84
2018,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,98.93,101.07
2019,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,99.96,100.04
2016,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,88.39,111.61
2021,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,107.22,107.22
2011,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,130.93,130.93
2020,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,94.49,105.51
2015,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,96.25,103.75
2023,EU_XPD_LOCALGBPC,,,ES48006,PT,ES48006,116.92,116.92
2014,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,99.35,100.65
2012,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,91.48,108.52
2018,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,94.87,105.13
2023,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,110.58,110.58
2015,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,116.1,116.1
2022,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,116.89,116.89
2013,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,92.46,107.54
2021,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,101.66,101.66
2010,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,99.42,100.58
2011,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,89.53,110.47
2019,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,102.11,102.11
2017,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,93.05,106.95
2020,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,88.42,111.58
2016,EU_XPD_LOCALGBPC,,,ES48093,PT,ES48093,93.75,106.25
2011,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,107.63,107.63
2017,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,100.31,100.31
2016,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,100.14,100.14
2012,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,127.47,127.47
2013,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,92.74,107.26
2018,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,91.59,108.41
2010,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,112.13,112.13
2019,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,97.97,102.03
2015,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,102.06,102.06
2014,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,96.21,103.79
2023,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,74.14,125.86
2021,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,73.48,126.52
2022,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,81.83,118.17
2020,EU_XPD_LOCALGBPC,,,ES20013,PT,ES20013,91.77,108.23
2022,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,94.53,105.47
2015,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,77.15,122.85
2010,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,57.34,142.66
2012,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,301.16,301.16
2020,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,69.75,130.25
2016,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,81.46,118.54
2018,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,92.9,107.1
2011,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,67.55,132.45
2023,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,108.49,108.49
2017,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,110.13,110.13
2021,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,112.02,112.02
2019,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,84.44,115.56
2013,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,47.51,152.49
2014,EU_XPD_LOCALGBPC,,,ES01006,PT,ES01006,86.68,113.32
2021,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,122.27,122.27
2015,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,103.44,103.44
2016,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,143.23,143.23
2012,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,157.81,157.81
2019,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,124.44,124.44
2017,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,111.69,111.69
2014,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,101.67,101.67
2020,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,147.47,147.47
2022,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,146.16,146.16
2011,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,107.65,107.65
2013,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,113.73,113.73
2010,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,253.28,253.28
2023,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,87.22,112.78
2018,EU_XPD_LOCALGBPC,,,ES01037,PT,ES01037,116.73,116.73
2017,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,99.57,100.43
2019,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,80.95,119.05
2012,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,97.51,102.49
2014,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,86.36,113.64
2011,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,118.58,118.58
2016,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,100.66,100.66
2018,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,102.5,102.5
2023,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,131.23,131.23
2020,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,56.15,143.85
2015,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,94.8,105.2
2010,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,121.38,121.38
2022,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,117,117.0
2021,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,119.21,119.21
2013,EU_XPD_LOCALGBPC,,,ES48009,PT,ES48009,97.44,102.56
2012,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,91.37,108.63
2022,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,102.68,102.68
2017,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,93.27,106.73
2020,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,96.43,103.57
2013,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,98.2,101.8
2011,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,102.77,102.77
2016,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,90.65,109.35
2019,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,98.5,101.5
2021,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,103.15,103.15
2014,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,90.51,109.49
2018,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,98.64,101.36
2010,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,98.19,101.81
2015,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,100.42,100.42
2023,EU_XPD_LOCALGBPC,,,ES20055,PT,ES20055,93.72,106.28
2023,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,142.36,142.36
2013,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,92.07,107.93
2021,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,109.82,109.82
2020,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,78.7,121.3
2017,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,90.72,109.28
2011,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,155.91,155.91
2022,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,101.96,101.96
2018,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,74.17,125.83
2012,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,88.99,111.01
2014,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,188.5,188.5
2015,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,127.85,127.85
2016,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,99.46,100.54
2019,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,110.75,110.75
2010,EU_XPD_LOCALGBPC,,,ES48914,PT,ES48914,70.49,129.51
2012,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,78.47,121.53
2018,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,85.53,114.47
2023,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,136.64,136.64
2017,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,89.06,110.94
2014,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,76.89,123.11
2015,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,93.18,106.82
2013,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,86.88,113.12
2010,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,160.08,160.08
2019,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,87.56,112.44
2020,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,84.86,115.14
2016,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,82.04,117.96
2022,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,84.21,115.79
2011,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,96.54,103.46
2021,EU_XPD_LOCALGBPC,,,ES01008,PT,ES01008,82.32,117.68
2016,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,88.41,111.59
2010,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,95.68,104.32
2019,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,111.69,111.69
2015,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,106.29,106.29
2014,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,82.67,117.33
2021,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,82.14,117.86
2012,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,98.2,101.8
2020,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,85.81,114.19
2022,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,125.31,125.31
2023,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,174.63,174.63
2011,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,110.71,110.71
2017,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,87.26,112.74
2013,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,94.61,105.39
2018,EU_XPD_LOCALGBPC,,,ES48010,PT,ES48010,91.48,108.52
2020,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,96.67,103.33
2014,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,105.83,105.83
2021,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,94.89,105.11
2013,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,100.32,100.32
2022,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,100.21,100.21
2012,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,90.08,109.92
2017,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,97.25,102.75
2016,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,96.86,103.14
2023,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,102.85,102.85
2019,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,111.1,111.1
2015,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,100.67,100.67
2010,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,103.27,103.27
2018,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,88.79,111.21
2011,EU_XPD_LOCALGBPC,,,ES48011,PT,ES48011,106.88,106.88
2017,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,117.6,117.6
2014,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,82.64,117.36
2019,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,101.4,101.4
2016,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,98.7,101.3
2013,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,80.54,119.46
2012,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,80.7,119.3
2022,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,102.96,102.96
2020,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,93.74,106.26
2015,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,101.77,101.77
2018,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,110.29,110.29
2023,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,218.9,218.9
2011,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,155.45,155.45
2021,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,100.24,100.24
2010,EU_XPD_LOCALGBPC,,,ES48023,PT,ES48023,164.73,164.73
2011,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,91.78,108.22
2017,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,90.01,109.99
2020,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,96.41,103.59
2016,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,96.01,103.99
2013,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,99.04,100.96
2019,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,94.67,105.33
2021,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,98.38,101.62
2014,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,96.33,103.67
2015,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,93.16,106.84
2023,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,110.77,110.77
2010,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,86.72,113.28
2012,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,91.99,108.01
2018,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,92.11,107.89
2022,EU_XPD_LOCALGBPC,,,ES48008,PT,ES48008,103.99,103.99
2018,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,106.76,106.76
2015,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,104.38,104.38
2022,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,100.71,100.71
2020,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,90.87,109.13
2014,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,111.4,111.4
2021,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,119.27,119.27
2012,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,97.91,102.09
2017,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,120.98,120.98
2010,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,102.46,102.46
2011,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,109.19,109.19
2019,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,88.29,111.71
2016,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,138.96,138.96
2013,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,103.43,103.43
2023,EU_XPD_LOCALGBPC,,,ES01004,PT,ES01004,77.73,122.27
2020,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,67.84,132.16
2016,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,86.56,113.44
2012,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,94.8,105.2
2023,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,111.81,111.81
2017,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,122.34,122.34
2013,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,102.42,102.42
2019,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,83.49,116.51
2015,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,104.49,104.49
2011,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,93.14,106.86
2010,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,99.81,100.19
2021,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,91.11,108.89
2022,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,82.6,117.4
2018,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,111.35,111.35
2014,EU_XPD_LOCALGBPC,,,ES01009,PT,ES01009,93.93,106.07
2017,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,91.87,108.13
2019,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,127.62,127.62
2014,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,99.25,100.75
2022,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,125.75,125.75
2020,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,81.36,118.64
2021,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,108.82,108.82
2012,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,91.72,108.28
2013,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,102.33,102.33
2011,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,85.48,114.52
2015,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,119.01,119.01
2018,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,97.22,102.78
2010,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,147.8,147.8
2016,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,88.75,111.25
2023,EU_XPD_LOCALGBPC,,,ES20014,PT,ES20014,119.26,119.26
2017,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,97.85,102.15
2021,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,127.66,127.66
2011,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,103.5,103.5
2023,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,126.23,126.23
2010,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,94.05,105.95
2020,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,111.3,111.3
2016,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,91.19,108.81
2012,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,103.4,103.4
2019,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,126.73,126.73
2022,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,104.96,104.96
2014,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,93.47,106.53
2018,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,89.73,110.27
2013,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,114.97,114.97
2015,EU_XPD_LOCALGBPC,,,ES20903,PT,ES20903,106.83,106.83
2010,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,108.67,108.67
2013,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,131.51,131.51
2012,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,97.27,102.73
2018,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,91.57,108.43
2019,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,95.15,104.85
2020,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,91.86,108.14
2017,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,114.83,114.83
2021,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,95.51,104.49
2023,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,90.89,109.11
2015,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,89.79,110.21
2011,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,117.18,117.18
2016,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,87.4,112.6
2014,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,106.62,106.62
2022,EU_XPD_LOCALGBPC,,,ES20015,PT,ES20015,106.91,106.91
2023,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,110.31,110.31
2019,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,118.57,118.57
2017,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,96.03,103.97
2012,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,98.14,101.86
2015,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,90.3,109.7
2011,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,105.57,105.57
2020,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,98.13,101.87
2016,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,107.52,107.52
2013,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,104.05,104.05
2010,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,91.36,108.64
2022,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,126.06,126.06
2018,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,85.57,114.43
2021,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,65.14,134.86
2014,EU_XPD_LOCALGBPC,,,ES48091,PT,ES48091,95.77,104.23
2016,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,91.92,108.08
2023,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,98.3,101.7
2021,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,76.78,123.22
2012,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,93.05,106.95
2017,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,97.01,102.99
2010,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,92.87,107.13
2015,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,119.34,119.34
2022,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,86.9,113.1
2020,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,86.52,113.48
2011,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,76.87,123.13
2014,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,120.49,120.49
2018,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,90.03,109.97
2013,EU_XPD_LOCALGBPC,,,ES48070,PT,ES48070,107.38,107.38
